track_name,track_id,artist_name,album_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Cocaine Inside My Blunts,5fNaWjwU4FvSZoX1Q7g8gZ,Disco Lines,Cocaine Inside My Blunts,house,0.789,0.702,10,-6.698,1,0.0405,0.168,0.139,0.405,0.764,129.998
Talk of the Town,0Y2QAFRdkzrNAJDPJ5lATF,"Fred again.., Sammy Virji, Reggie",Talk of the Town,house,0.904,0.596,6,-6.029,0,0.0774,0.00806,0.693,0.0948,0.794,129.93
Beto’s Horns - fred remix,53rDh4kB1LJyLgnxm8K6Np,"Fred again.., CA7RIEL & Paco Amoroso",Beto’s Horns (fred remix),house,0.538,0.664,1,-7.051,0,0.195,0.0181,0.175,0.278,0.2,127.619
RWEOK?,2YhEJoYccyE5wpdAkZWbPk,"Disco Lines, demotapes",RWEOK?,house,0.672,0.938,6,-5.171,0,0.0369,0.0207,0.654,0.0638,0.0969,126.995
nobody (make me feel),72qknjLxZXE6iE6h27sIHY,"oskar med k, Khalid",nobody (make me feel),house,0.602,0.646,6,-8.367,0,0.244,0.267,0.00468,0.1,0.46,124.745
Doin' it featuring MC DT,4bdbgZDx6LkHTNyy5PZW9h,"Silva Bumpa, MC DT",Doin' It feat. MC DT,house,0.752,0.992,1,-5.005,1,0.0593,0.105,0.745,0.122,0.762,138.011
Tira A Roupa - Putaria Mix,5Qizlw34GcAayL5dlXrCjq,"Beltran, Mc Jajau",Origins EP,house,0.931,0.863,4,-7.142,0,0.0785,0.0249,0.0517,0.0533,0.865,127.992
Take Your Places,2adebVLvCyhgIM4eGNfS6n,"SIDEPIECE, Westend",Take Your Places,house,0.797,0.812,2,-4.532,1,0.0558,0.00138,0.0628,0.0717,0.812,130.005
Swag Surfin',4orH1YqyAjXBtBr0DfsqjV,Whethan,Swag Surfin',house,0.728,0.845,2,-5.264,1,0.089,0.00582,0.0293,0.262,0.344,144.038
"DON'T KILL THE PARTY (feat. Shoreline Mafia, Quavo & Juicy J)",7xe8BiG8HHl1EetMA6ygey,"Ty Dolla $ign, Disco Lines, Shoreline Mafia, Quavo, Juicy J","DON'T KILL THE PARTY (feat. Shoreline Mafia, Quavo & Juicy J)",house,0.847,0.81,10,-6.478,0,0.0491,0.0345,0.000269,0.197,0.844,130.023
..FEISTY,0rn8BcTBTPGWb4NRCBST0k,"Fred again.., BIA",ICEY..FEISTY,house,0.824,0.704,10,-4.847,0,0.251,0.0177,0.000166,0.332,0.573,101.931
Fancy $hit,6Ar3apWGoJLPZ3zy6Eb94F,"CID, Taylr Renee",Fancy $hit,house,0.766,0.977,0,-3.515,1,0.0466,0.101,0.811,0.11,0.864,128.992
Gets Like That,1aBVDx9VjyLEk8rz8pezru,"Max Dean, Luke Dean",The Finest EP,house,0.811,0.495,11,-17.722,1,0.151,0.011,0.00133,0.0658,0.482,130.004
The Finest,3s8jNQmpMoqLTnhu77qyCr,"Max Dean, Luke Dean",The Finest EP,house,0.796,0.419,6,-20.079,0,0.0532,0.0255,0.0982,0.118,0.525,132.01
I'm Not Alone - MPH Remix,1z6pTKnrEpokcfwked9cNx,"Calvin Harris, MPH",I'm Not Alone (MPH Remix),house,0.749,0.96,6,-4.204,1,0.0881,0.00799,0.721,0.156,0.0589,135.025
LIGHTS GO OUT,2iyMHe42Q6bY0mKp29KaHw,John Summit,LIGHTS GO OUT,house,0.555,0.975,1,-4.897,0,0.0427,0.000135,0.126,0.162,0.0372,143.981
Sanrio Girl,6qNYUA0U2Yx36FppTZtAFG,Gezebelle Gaburgably,Snailcore Delücks,hyperpop,0.507,0.965,1,-3.007,1,0.0796,0.144,0.0,0.552,0.405,97.214
Antics,4T8zwSN6mI9LNA5XUQOqoJ,WHOKILLEDXIX,Fall Damage,hyperpop,0.747,0.658,0,-9.615,1,0.146,0.791,0.00124,0.115,0.319,102.525
I <3 Harajuku,2JpMlbYEaradyfx9hraXuZ,"Alice Longyu Gao, Fraxiom",I <3 Harajuku,hyperpop,0.81,0.813,1,-6.154,1,0.0723,0.0176,0.0422,0.15,0.44,146.987
spy?,0QsZ3W21xNvnUnUMbiAY4z,WHOKILLEDXIX,19,hyperpop,0.87,0.565,11,-5.356,0,0.0581,0.0631,0.0579,0.104,0.646,100.041
8 now,3lzX0mU3pfXOQRnH0ryZJR,"food house, Gupi, Fraxiom",food house,hyperpop,0.798,0.677,1,-6.083,1,0.0907,0.0448,0.0,0.543,0.833,129.996
stalker,10SXiMPHwH6i4BMkMpCMOR,ElyOtto,stalker,hyperpop,0.646,0.789,2,-4.556,1,0.0387,0.0394,0.0,0.238,0.854,177.876
dancing on your grave,07PHZwn0XoUVy9rMkLHfj9,"food house, Gupi, Fraxiom",two house,hyperpop,0.772,0.804,6,-3.885,1,0.105,0.133,0.0,0.0665,0.802,117.993
Kismet,3owRFZTvTuWgNlUkbI6YgS,WHOKILLEDXIX,19,hyperpop,0.659,0.743,6,-5.59,1,0.326,0.00647,0.0,0.0741,0.849,160.025
SugarCrash!,2ePtv8MlBO9nuuXABqAfEX,ElyOtto,SugarCrash!,hyperpop,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753
Ibitbt,2xUJ4frQcK7zBbJSr1GcUY,3l3d3p,Ibitbt,hyperpop,0.586,0.928,1,-5.864,1,0.201,0.0273,0.0159,0.131,0.646,170.058
Profane,3IHuUvemXT2QIiO5JW1rMW,ElyOtto,Profane,hyperpop,0.505,0.988,11,0.525,1,0.0425,0.000139,0.127,0.158,0.806,131.976
Ferrari,3FBFNfU6xesxH5Fwk5eXSM,Alice Gas,Sorry 4 Being Famous,hyperpop,0.407,0.941,7,-3.659,0,0.162,0.0861,0.0835,0.337,0.351,104.931
NEVER MET! - 100 gecs r3mix (feat. Glitch Gum),5EjBvv27sI75Kh1iUJgo8O,"CMTEN, Glitch Gum, 100 gecs",NEVER MET! [100 gecs r3mix (feat. Glitch Gum)],hyperpop,0.66,0.905,8,-1.921,1,0.118,0.105,1.81e-06,0.329,0.921,179.486
mos thoser,6nEDYdxD1YEWnXdbWxT6U8,"food house, Gupi, Fraxiom",food house,hyperpop,0.572,0.784,1,-5.192,1,0.219,0.0194,0.0,0.0641,0.777,140.009
stupid horse,23Dapn8107GgxvXDIsPwWm,"100 gecs, Laura Les, Dylan Brady",1000 gecs,hyperpop,0.526,0.902,3,-4.876,1,0.314,0.0529,0.0,0.531,0.797,168.188
Haunted,1toNKayLMeCcVlsLGXJl7n,Laura Les,Haunted,hyperpop,0.51,0.817,9,-8.666,1,0.0373,0.000654,0.0344,0.146,0.547,169.481
I'm so crazy for youuu </3,3uKqnQ0dGBcpovf9lV2nqg,Rebzyyx,I'm so crazy for youuu </3,hyperpop,0.517,0.995,6,-1.437,1,0.0989,0.0785,0.0,0.703,0.803,159.402
all I want is you,7lOvJBqH38ZY59eLU7bioq,"Rebzyyx, hoshie star",all I want is you,hyperpop,0.46,0.999,11,-1.307,1,0.325,0.112,0.0,0.245,0.779,145.911
CUM,26Wi8P1wIM3JQFxRRErnvt,WHOKILLEDXIX,CUM,hyperpop,0.727,0.707,10,-8.001,0,0.121,0.0142,0.000321,0.229,0.666,136.046
Nokia Barz,57TElGfo2PMAS93c1SFPyG,WHOKILLEDXIX,19,hyperpop,0.691,0.815,1,-3.642,1,0.294,0.107,9.36e-06,0.0743,0.901,165.002
I deserve this,0ExUm9JjGLGBrUrcVNOgJT,"Rebzyyx, Selfless Homage",I deserve this,hyperpop,0.445,0.988,10,-5.413,1,0.486,0.722,7.84e-06,0.104,0.0349,188.932
Bratz Doll,5KdAn7IKrAUNtnd6fhxXaK,WHOKILLEDXIX,19,hyperpop,0.612,0.627,2,-9.034,1,0.0704,0.233,0.000923,0.849,0.677,169.803
calling for me,0Lw1s61I2yeWo1m8JKcGVz,Rebzyyx,calling for me,hyperpop,0.531,0.812,3,-6.4,0,0.0536,0.0639,0.000654,0.186,0.748,100.921
metal,3O7Kkfm93epHtG6GaFtcr6,"food house, Gupi, Fraxiom",food house,hyperpop,0.387,0.966,7,-5.646,1,0.422,0.0163,0.0,0.127,0.399,89.674
webcore!,0n6u7oiHlNBuxTXylDBDvC,Kwite,webcore!,hyperpop,0.74,0.76,9,-8.574,0,0.204,0.735,0.000112,0.248,0.773,99.928
Plug Me In,6ljeYIIPOK3TAI7AFqd7kK,Lil Soda Boi,Eco,hyperpop,0.715,0.95,8,-11.024,1,0.0369,0.265,0.901,0.23,0.765,135.036
butterfly knife,0FY6lSXCvW0YMDpZImJCdF,"food house, Gupi, Fraxiom",butterfly knife,hyperpop,0.302,0.876,5,-5.75,1,0.127,0.258,0.0,0.129,0.62,170.186
PULLINGALLMYHAIROUT,3IKgNZCey8iIJkRiwvoyUs,Alice Gas,PULLINGALLMYHAIROUT,hyperpop,0.578,0.98,3,-2.125,1,0.248,0.0115,0.0495,0.383,0.806,95.201
morrigan,2zWzQh571g7vTJh2ODmdh1,siouxxie sixxsta,morrigan,hyperpop,0.643,0.866,9,-6.017,1,0.168,0.221,0.141,0.214,0.462,94.38
EXOTIC,6JdnYtBt9Sm7JhH9OJVLvJ,Kid Trash,#KIDTRASHETERNAL,hyperpop,0.553,0.904,9,-3.368,1,0.067,0.00638,0.0,0.251,0.493,155.729
LESBIAN PONIES WITH WEAPONS,3fqzrSXBp4mynyuU5cR6p1,Vylet Pony,CUTIEMARKS (And the Things That Bind Us),hyperpop,0.597,0.906,8,-6.803,1,0.108,0.00963,0.073,0.438,0.677,95.012
kuromi face tat,2kkFVj25lhySWmZwBET6gH,"iris day, slushh, Lowly God, Alice Gas",kuromi face tat,hyperpop,0.678,0.871,5,-3.139,1,0.0366,0.058,0.0153,0.208,0.783,112.189
Dies Irae,42bTYbZoUsePXhMB4ujHM4,"Fyex, Diego Miranda",Dies Irae,hypertechno,0.672,0.694,2,-7.424,0,0.0568,0.0156,0.218,0.267,0.105,151.956
Enigma,5KADuOABiXv8O2PGPEge0D,"Diego Miranda, Deepblue",Enigma,hypertechno,0.633,0.961,5,-4.484,0,0.0472,0.000204,0.0363,0.345,0.0291,136.037
Strangers,7tU4LZnbwmf0mYMboISOzT,"Besomorph, Niklas Dee, HALUNA",Strangers,hypertechno,0.52,0.779,0,-6.226,1,0.408,0.0433,0.00436,0.475,0.213,174.892
Angelican,5Q10g3WQjr0x14AHGN0dAm,Prilho,Angelican,hypertechno,0.567,0.973,8,-13.178,0,0.0537,0.0616,0.873,0.116,0.0482,139.981
Hallo Polizei,0cNzIdYgG6Z7tKQ5SGZzuw,"Jessovski, Fixed withGlue",Hallo Polizei,hypertechno,0.846,0.899,6,-6.613,0,0.271,0.00725,1.26e-06,0.0999,0.916,149.947
When the Lights Go Out,2JXPf3kmBzVu5UqwNx7gUj,"Jungle Jonsson, Jessica Chertock",When the Lights Go Out,hypertechno,0.58,0.883,11,-7.217,0,0.0416,0.0773,0.00012,0.278,0.702,154.964
i like the way you kiss me,2GUJVz8cDtBePu2hd9oYZx,Valexus,i like the way you kiss me,hypertechno,0.533,0.827,11,-6.547,1,0.294,0.187,0.365,0.424,0.487,161.129
Breakin' Through,199SlBOuF81W44wKO8yxrC,Jade Key,Breakin' Through,hypertechno,0.6,0.977,1,-3.566,0,0.107,0.00174,0.0381,0.789,0.598,158.019
Already Gone,4PeVgouaajKqgGqteDXcV6,"K3YN0T3, mxbeats",Already Gone,hypertechno,0.496,0.837,7,-5.885,1,0.0909,0.064,0.00925,0.496,0.152,160.018
Around The World (La La La),47VeRc3zanxwT84T82ZhgS,Groove Crackers,Around The World (La La La),hypertechno,0.651,0.91,9,-6.015,0,0.0329,0.215,0.000729,0.114,0.409,145.039
Colors - Techno Edit,7EDzCkS2cAWbvZBst510LP,"LA Vision, Giselle",Colors (Techno Edit),hypertechno,0.677,0.928,5,-3.412,1,0.0319,0.0839,4.73e-05,0.23,0.413,146.999
Baianá,2vmuR6Zh4WI4KRuRo1IMtq,southstar,Baianá,hypertechno,0.509,0.676,9,-11.362,1,0.0379,0.000905,0.794,0.334,0.211,152.974
365 Hot!,3HmaA8d5hgIn4t1CKece95,TØRISMAD,365 Hot!,hypertechno,0.631,0.938,0,-5.199,1,0.0566,0.0136,0.376,0.343,0.625,149.989
Take Me to Vegas,2gPjpdRFVBRJQI6sitrvC8,"HVME, Old Jim, CERES",Take Me to Vegas,hypertechno,0.738,0.82,0,-4.992,1,0.208,0.0148,7.79e-06,0.165,0.483,156.137
Old Lullaby,2cCUDu3sacUpMCA0kqvhAf,"Jungle Jonsson, Jessica Chertock",Old Lullaby,hypertechno,0.589,0.971,10,-6.75,1,0.0681,0.0245,0.00234,0.22,0.551,149.902
Apologize (Techno),2z4LGSdiEWlCgAf0lCv0sS,"Anthony Keyrouz, Besomorph",Apologize (Techno),hypertechno,0.63,0.693,5,-7.501,1,0.218,0.397,0.000125,0.314,0.217,148.875
Saturday,5BMqdhxWHwAuDHDrYGX3T8,"NO153, Aleq Baker",Saturday,hypertechno,0.582,0.808,10,-7.36,0,0.274,0.00591,0.000426,0.155,0.462,149.996
Alpha,0Q248mQL10yQ0TO0eff5Yw,Prilho,Alpha,hypertechno,0.533,0.943,7,-6.177,1,0.0369,0.000277,0.753,0.188,0.0644,135.001
Driven by The Sound,3bLaFeiATTdU5pSJkiI2dU,"Diego Miranda, Rich & Mendes",Driven by The Sound,hypertechno,0.684,0.961,1,-4.563,1,0.0788,0.117,0.536,0.313,0.359,129.994
Crocodile Tears,7i4IuRAiXZo71mKSwZn0ij,"Drenchill, Aurelios",Crocodile Tears,hypertechno,0.727,0.908,0,-4.217,1,0.166,0.0026,0.394,0.219,0.441,143.041
Move Your Body - le Shuuk & TESFY Remix,4uqIHnVCPKLCrvn1w8pIV1,"Öwnboss, Sevek, le Shuuk, TESFY",Move Your Body (le Shuuk & TESFY Remix),hypertechno,0.597,0.994,2,-4.906,0,0.0764,0.0444,0.000976,0.394,0.155,150.091
Tokyo Drift,6doNGHw7rSmtNgJ5Of31yq,"New Beat Order, Lonelysoul., TECHNO KING, ROXANA, Bladez",Tokyo Drift,hypertechno,0.679,0.931,6,-5.538,1,0.101,0.0493,0.205,0.204,0.794,75.087
Windows,0WoFDJf1FOAT4NvRsxZnbe,"Now O Later, Midtown Jack, GREATOREX",Windows,hypertechno,0.664,0.61,10,-8.337,1,0.0532,0.377,0.00254,0.147,0.187,139.995
Boss,6dinCjgdaDBLhokX4f03yy,"Diego Miranda, Maski & Banga",Boss,hypertechno,0.711,0.989,8,-2.91,1,0.142,0.00513,0.909,0.881,0.351,140.008
Don't Call Me Up - LA Vision Remix,7EVuNG4h95DzSFUcrl5h9A,"Madism, LA Vision",Don't Call Me Up (LA Vision Remix),hypertechno,0.632,0.933,7,-4.548,1,0.0381,0.0169,0.000256,0.299,0.364,151.034
Tamagotchi,5WqDdTYpooK9tLlfi6D8tH,Jessovski,Tamagotchi,hypertechno,0.622,0.672,9,-7.417,0,0.0457,0.0172,0.00104,0.409,0.932,75.006
No Anything Else,2LXfPyoe2VYbsU0tzkPTvN,"Hyperclap, Fixed withGlue",No Anything Else,hypertechno,0.599,0.894,7,-5.199,1,0.0453,0.000801,0.000549,0.215,0.842,150.002
Eternal Rave,6qA8tFC2wRG2Tl4yR6ZLjP,"Fyex, Dj Samir",Eternal Rave,hypertechno,0.806,0.954,11,-3.288,0,0.0785,0.135,0.0627,0.0793,0.258,145.012
Gravity - Alaska Remix,3KcaVKvmDtZrVQ79oSTGjL,"Drenchill, THRDL!FE, Alaska, SELAH",Gravity (Alaska Remix),hypertechno,0.762,0.684,11,-4.615,0,0.129,0.00915,0.0,0.271,0.353,139.98
Enchanté - Tungevaag Remix,2g2ImCRTlsi6SsQiIuZWpO,"YouNotUs, Willy William, Tungevaag, Malik Harris, Minelli",Enchanté (Tungevaag Remix),hypertechno,0.572,0.93,7,-4.124,0,0.0553,0.00608,0.0,0.315,0.525,149.974
Maneater - Sped Up,5REQaVsZFgqCEKYY8evZ0I,"JKRS, ECHO",Maneater,hypertechno,0.787,0.897,0,-7.786,1,0.258,0.155,0.345,0.312,0.699,155.369
Tipsy - Future Class Remix,7kJyex5xDxWmVvqqF1kP55,"Maggie Szabo, DANZR, Future Class",Tipsy (Future Class Remix),hypertechno,0.681,0.706,10,-8.413,0,0.244,0.0766,0.000665,0.416,0.51,128.08
Runaway,6hiyWeqKn3d3bRnxVZFk6o,"Ocean Roses, Ric Waves",Runaway,hypertechno,0.51,0.766,1,-4.532,1,0.107,0.253,0.000448,0.13,0.33,171.948
Zombie - Techno,1Dbt4LlxqH0iCxIb3KDRe3,"Besomorph, Zombic, NIKSTER",Zombie (Techno),hypertechno,0.576,0.741,1,-6.798,1,0.233,0.0245,1.3e-05,0.441,0.444,159.866
Roses,2GZNsW5db4sXavenNfywjh,"TECHNO KING, wannabebroken",Roses,hypertechno,0.659,0.649,8,-7.972,0,0.18,0.0686,0.0183,0.226,0.537,150.048
Gotta Pray (Superstar),5MD6nYlt3RWmjK6wLfEi76,"One-T, Boogie Fre$h",Gotta Pray (Superstar),hypertechno,0.6,0.977,7,-5.124,1,0.0454,0.246,6.08e-05,0.0922,0.488,147.085
Viral,3bVOZzGiCFfNAOcf4THkWK,"Prezioso, Cuebrick, DJ SODA",Viral,hypertechno,0.524,0.979,1,-3.774,0,0.0511,0.000794,0.868,0.411,0.846,155.03
like that,7kVo7tDs4cALcsSg3mRJZg,"Ken, joki, Bassweed",like that,hypertechno,0.672,0.869,5,-5.396,0,0.0427,0.0012,0.0607,0.441,0.564,150.034
Bad Girl - Besomorph & Nuusq Remix,0ERBPVYK0b1KQd1yRagMK4,"AViVA, Besomorph, Nuusq",Bad Girl (Besomorph & Nuusq Remix),hypertechno,0.606,0.811,1,-7.582,1,0.129,0.0126,0.00329,0.0964,0.157,174.037
New Rules - Techno Remix,2de9HUGa5Oi8oBJk8Fh6me,"BVBATZ, JOZUA",New Rules (Techno Remix),hypertechno,0.735,0.942,9,-4.343,0,0.063,0.0235,0.00139,0.101,0.617,159.971
Dragostea Din Tei - Besomorph & It's Different Remix,03lPtiqcOjnbdiUSdeGC9M,"O-Zone, Besomorph, It's Different",Dragostea din Tei (Besomorph & It's Different Remix),hypertechno,0.722,0.768,0,-5.716,1,0.253,0.0584,0.000586,0.11,0.511,174.021
I JUST BEEN HIDING,32hL6UYX1et8e0kcbsOLHr,wannabebroken,I JUST BEEN HIDING,hypertechno,0.584,0.777,10,-5.593,0,0.0407,0.0022,0.882,0.0396,0.599,159.967
Sweater Weather,7wL9sN31nZ9MdYbHNbVKW2,TECHNO KING,Sweater Weather,hypertechno,0.729,0.861,8,-5.934,1,0.106,0.00874,0.000994,0.189,0.471,149.956
Ain't Nobody (Loves Me Better),2SmlvBIgx2Hy2UzuuJeGEv,"LUCKY DEMON, OSIREK, Mr Demon",Ain't Nobody (Loves Me Better),hypertechno,0.691,0.88,8,-5.123,1,0.24,0.254,7.89e-06,0.111,0.283,154.988
Tila Tequila,14LRQ1HVqHyGLEbzQym8I5,That Kid,Tila Tequila,hypertechno,0.469,0.931,8,-4.255,1,0.215,0.00732,0.013,0.696,0.529,165.523
Heaven,70jAESz42ftg7bQsihU6hL,VIZE,Heaven,hypertechno,0.776,0.803,7,-5.009,0,0.151,0.0929,0.00185,0.115,0.55,144.935
Believe - Techno Remix,2oLqmogvtIn2nnSAeb5d7m,"BVBATZ, ONYX",Believe (Techno Remix),hypertechno,0.586,0.915,1,-6.907,0,0.0601,0.00667,0.000142,0.404,0.476,160.019
TiK ToK - Techno Remix,3LQ6J7cQUOlL4nxS3Bo8Nw,"Blaze U, Cuervo, Medusa",TiK ToK (Techno Remix),hypertechno,0.719,0.858,2,-4.101,0,0.252,0.0137,0.0,0.588,0.656,75.0
She Wolf (Falling to Pieces) - Techno Version,6pfE3PWQi3DrrLrrSMF2qH,"Way 2 Hard, Hyper Bear",She Wolf (Falling to Pieces) [Techno Version],hypertechno,0.607,0.777,2,-6.842,1,0.0516,0.265,8.22e-05,0.327,0.167,149.994
Rock My Body (with Sash!) (Sonny Wern Remix),5mRcxUZ4AAfifKw06ObYpw,"R3HAB, INNA, Sonny Wern, Sash!",Rock My Body (with Sash!) (Sonny Wern Remix),hypertechno,0.625,0.867,0,-6.149,1,0.448,0.16,0.0134,0.175,0.69,160.022
Bad Girls,2h4zp76tI5Sbl3BNspNBuG,Nicolas Julian,Bad Girls,hypertechno,0.623,0.96,6,-5.663,1,0.0561,0.0163,0.0834,0.171,0.737,154.05
Stereo Love,1PqDC7jkamgyygktxr4CQD,"BEAUZ, JKRS",Stereo Love,hypertechno,0.598,0.958,1,-4.832,0,0.0362,0.00528,0.279,0.0973,0.42,152.013
My Humps,204yVK7MmszgfX2AizsVgz,"BEAUZ, JKRS",My Humps,hypertechno,0.792,0.998,9,-4.001,1,0.187,0.0433,0.0849,0.282,0.579,150.028
Maneater,2apRbQlpckuUM282gW1Z6p,"JKRS, ECHO",Maneater,hypertechno,0.834,0.881,3,-7.983,1,0.194,0.0749,0.142,0.175,0.757,140.016
Running Around,7yNQ5oPcuCC4wTqTcMRIrE,Ely Oaks,Running Around,hypertechno,0.703,0.904,0,-4.735,1,0.0778,0.0163,0.00187,0.331,0.427,158.061
Don't Stop,13cX2o4cASGLYXNaQyXWxt,Prospa,Don't Stop,hypertechno,0.79,0.825,11,-5.174,1,0.0421,0.00577,0.92,0.128,0.85,128.036
Summer Skies (Love To Cry),1z4TAq5AmDi3IkEizIn8Wn,"Lost Frequencies, Argy, rhys from the sticks",Summer Skies (Love To Cry),hypertechno,0.583,0.904,2,-5.637,0,0.0453,0.00517,0.0137,0.145,0.476,135.021
Around The World,47KhhDku9RLDsWIJjYaXDs,"Niklas Dee, René Miller",Around The World,hypertechno,0.605,0.855,10,-4.414,0,0.329,0.473,0.000709,0.098,0.302,75.031
Panda,1Ny1a8v88zPBLIlYCW0SYj,"Lupage, NIVEK",Panda,hypertechno,0.593,0.985,10,-2.628,0,0.153,0.0102,0.253,0.242,0.478,154.974
Olvidarte (feat. Emilia),7yif9yIhSCxhcPExFOktCp,"Gordo, Emilia",Olvidarte (feat. Emilia),hypertechno,0.719,0.876,9,-6.371,0,0.0765,0.179,0.00173,0.317,0.149,128.021
It's a Fine Day,4y4g8oUhA6SODQzbKY7GVp,JKRS,It's a Fine Day,hypertechno,0.865,0.774,11,-6.419,0,0.0747,0.118,0.477,0.0618,0.556,137.977
Sweet Dreams,3lUIB7V8u0hZqRFCajVFUq,"BEAUZ, Wasback, ALYSSA",Sweet Dreams,hypertechno,0.588,0.999,1,-2.047,0,0.131,0.00544,0.186,0.0352,0.149,151.983
Freestyler (Rock The Microphone),5Axl2Rjg3wOC3JHju1Gess,"Lost Frequencies, Bomfunk MC's",Freestyler (Rock The Microphone),hypertechno,0.768,0.902,11,-4.858,0,0.0849,0.00971,0.637,0.212,0.717,159.957
Hotel Room Service,393AnTxOgODcFmHoVwY7qF,BAYZY,Hotel Room Service,hypertechno,0.597,0.929,11,-3.992,0,0.0572,0.0149,0.0,0.265,0.59,75.033
Perfect (Exceeder),7jY6W92bLfnXnevTa7JKHi,"David Guetta, Mason, Princess Superstar",Perfect (Exceeder),hypertechno,0.678,0.952,4,-5.584,0,0.0484,0.0524,0.81,0.0872,0.0649,127.927
Blah Blah Blah,1moFkZDqcjQNeXtyoanLHv,Armin van Buuren,Balance,hypertechno,0.381,0.963,5,-3.911,0,0.0678,0.00892,0.00382,0.294,0.165,138.0
Scream & Shout,6qp7v30y8KoXatHEy0lcYH,"NIVEK, JKRS",Scream & Shout,hypertechno,0.678,0.969,2,-3.772,1,0.0562,0.0131,0.000686,0.086,0.554,144.985
I Like It,52ew1RzG3dhc5Z8c0vGM4r,"BEAUZ, JKRS",I Like It,hypertechno,0.532,0.974,4,-3.053,0,0.0458,0.0219,0.468,0.147,0.433,151.938
Around the World - Radio Edit,0TxMRiAvI1s0L821BJJWzx,Daft Punk,"Musique, Vol. 1",indie dance,0.934,0.761,7,-5.549,1,0.148,0.00417,0.906,0.0656,0.864,121.302
Kids,1jJci4qxiYcOHhQR247rEU,MGMT,Oracular Spectacular,indie dance,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961
Electric Feel,3FtYbEfBqAlGO46NUDQSAt,MGMT,Oracular Spectacular,indie dance,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04
Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,MGMT,Oracular Spectacular,indie dance,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99
"Harder, Better, Faster, Stronger",3mJniN9tHOtKru4vhsuiHu,Daft Punk,"Musique, Vol. 1",indie dance,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474
Drunk Girls,0IUAugkLGELvtFJfzPn2vi,LCD Soundsystem,This Is Happening,indie dance,0.599,0.878,4,-7.759,1,0.0387,0.000259,0.0258,0.0829,0.814,144.029
Get Innocuous!,0Ct2XTT4UBt9Y196i0Ido2,LCD Soundsystem,Sound of Silver,indie dance,0.696,0.963,2,-6.625,0,0.0398,0.0105,0.857,0.0872,0.574,118.01
Daft Punk Is Playing at My House,73mlvsfJM2qwlDUJxeaatI,LCD Soundsystem,LCD Soundsystem,indie dance,0.92,0.914,7,-4.555,1,0.0444,0.0222,7.62e-05,0.114,0.974,135.923
Galvanize,4bz7uB4edifWKJXSDxwHcs,The Chemical Brothers,Push The Button,indie dance,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003
One More Time - Radio Edit,0ijhkvBpA7OBlY4clWSUZw,Daft Punk,"Musique, Vol. 1",indie dance,0.649,0.671,2,-8.49,1,0.103,0.0348,0.0,0.376,0.533,122.881
Take Me Over,3DFgf9HbPP8PQSTkanShfu,Cut Copy,Zonoscope,indie dance,0.665,0.791,1,-5.22,1,0.0387,0.0164,0.356,0.602,0.659,119.997
DARE (feat. Shaun Ryder & Roses Gabor),4Hff1IjRbLGeLgFgxvHflk,"Gorillaz, Shaun Ryder, Roses Gabor",Demon Days,indie dance,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264
Punching In A Dream,5PtEpuVX03k9bOUwilL5EO,The Naked And Famous,"Passive Me, Aggressive You",indie dance,0.473,0.883,6,-3.65,1,0.047,0.00201,0.000967,0.142,0.164,115.048
One More Time / Aerodynamic,1H1d4dr7Hk5Rrd8Tb5y5yr,Daft Punk,Alive 2007,indie dance,0.45,0.846,11,-9.996,0,0.102,0.038,0.266,0.222,0.414,124.239
Still Here,1f9qTGnov1fiaEK451GWjG,Girl Talk,Feed the Animals,indie dance,0.786,0.699,11,-8.403,0,0.293,0.0899,0.0,0.379,0.525,90.035
Dancing With The DJ,7LsAMq97fppoHHo4QNNCyl,The Knocks,Dancing With the DJ,indie dance,0.616,0.854,4,-6.892,0,0.0356,0.000307,0.748,0.131,0.566,124.008
We Are Young (feat. Janelle Monáe) - Alvin Risk Remix,1TOIrGIGW0EumcukTr5v8Z,"fun., Janelle Monáe, Alvin Risk",We Are Young (feat. Janelle Monáe) [Alvin Risk Remix],indie dance,0.539,0.957,5,-2.853,1,0.0969,0.00382,0.0274,0.125,0.216,125.992
Tongue Tied,0GO8y8jQk1PkHzS31d699N,GROUPLOVE,Never Trust a Happy Song,indie dance,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
Helena Beat,4VbDJMkAX3dWNBdn3KH6Wx,Foster The People,Torches,indie dance,0.67,0.876,5,-4.905,0,0.0536,0.0127,0.00302,0.109,0.736,126.968
